,level,position,salaries
3212,Junior,Full Stack Developer,8.000
3213,Senior,Full Stack Developer,26.000
3214,Middle,Data Scientist,14.000
3215,Junior,QA / Test Automation Developer,6.000
3216,Senior,Back-end Developer,25.000
3217,Junior,Full Stack Developer,5.000
3219,Junior,QA / Test Automation Developer,5.000
3220,Middle,Game Developer,10.000
3221,Senior,Full Stack Developer,21.000
3223,Middle,Back-end Developer,14.000
3224,Middle,Full Stack Developer,15.000
3225,Middle,Front-end Developer,9.000
3226,Junior,Full Stack Developer,9.000
3227,Junior,Full Stack Developer,10.000
3228,Senior,Front-end Developer,15.000
3229,Senior,Software Architect,42.000
3230,Senior,Full Stack Developer,25.000
3231,Senior,Full Stack Developer,41.000
3232,Middle,Front-end Developer,15.000
3233,Middle,Full Stack Developer,17.000
3234,Middle,Front-end Developer,14.000
3235,Middle,DevOps Engineer,19.000
3236,Senior,Back-end Developer,20.000
3237,Senior,Front-end Developer,14.000
3238,Middle,Back-end Developer,17.000
3240,Junior,Mobile Application Developer,5.000
3241,Junior,Back-end Developer,13.000
3242,Senior,Software Development Manager,31.000
3243,Middle,Full Stack Developer,13.000
3244,Senior,Back-end Developer,13.000
3245,Middle,Back-end Developer,10.000
3246,Middle,Data Analyst,10.000
3247,Middle,Back-end Developer,20.000
3248,Senior,Software Development Manager,32.000
3251,Senior,Mobile Application Developer,21.000
3252,Senior,Full Stack Developer,17.000
3254,Senior,Back-end Developer,6.000
3255,Senior,Back-end Developer,13.000
3256,Middle,Back-end Developer,11.000
3257,Senior,Software Development Manager,34.000
3258,Junior,Full Stack Developer,15.000
3259,Junior,Front-end Developer,5.000
3260,Senior,SAP/ABAP/ERP Developer,17.000
3261,Senior,Back-end Developer,8.000
3262,Senior,Full Stack Developer,30.000
3263,Middle,QA / Test Automation Developer,21.000
3264,Junior,Full Stack Developer,10.000
3268,Middle,Front-end Developer,13.000
3269,Middle,Full Stack Developer,20.000
3270,Senior,Data Scientist,16.000
3271,Middle,Back-end Developer,12.000
3272,Junior,Full Stack Developer,9.000
3273,Senior,Front-end Developer,20.000
3274,Junior,Back-end Developer,6.000
3275,Junior,Mobile Application Developer,12.000
3276,Junior,Game Developer,10.000
3277,Senior,Mobile Application Developer,16.000
3278,Junior,Front-end Developer,5.000
3279,Middle,Back-end Developer,16.000
3280,Middle,Full Stack Developer,9.000
3281,Senior,CTO,40.000
3283,Junior,Data Scientist,6.000
3284,Senior,Back-end Developer,23.000
3285,Senior,Full Stack Developer,21.000
3287,Middle,QA / Test Automation Developer,7.000
3290,Middle,Back-end Developer,10.000
3291,Senior,Back-end Developer,11.000
3292,Junior,Back-end Developer,8.000
3294,Senior,Embedded Software Developer,20.000
3295,Middle,Back-end Developer,13.000
3296,Middle,Back-end Developer,16.000
3297,Junior,Full Stack Developer,14.000
3298,Junior,Mobile Application Developer,7.000
3299,Senior,Team / Tech Lead,20.000
3300,Junior,Full Stack Developer,8.000
3301,Middle,Back-end Developer,9.000
3302,Senior,Game Developer,5.000
3303,Middle,QA / Test Automation Developer,16.000
3304,Senior,Software Development Manager,42.000
3305,Senior,Embedded Software Developer,18.000
3306,Middle,Full Stack Developer,12.000
3307,Senior,Software Architect,33.000
3308,Senior,DevOps Engineer,8.000
3309,Senior,Back-end Developer,19.000
3310,Senior,Front-end Developer,28.000
3311,Middle,Full Stack Developer,12.000
3312,Junior,Back-end Developer,14.000
3313,Senior,Mobile Application Developer,23.000
3314,Middle,Back-end Developer,12.000
3316,Junior,Front-end Developer,6.000
3317,Junior,Full Stack Developer,11.000
3318,Senior,Full Stack Developer,15.000
3319,Middle,Mobile Application Developer,13.000
3320,Middle,Full Stack Developer,8.000
3322,Junior,Front-end Developer,6.000
3323,Middle,Machine Learning,18.000
3324,Junior,Front-end Developer,10.000
3325,Middle,Back-end Developer,9.000
3327,Middle,Full Stack Developer,6.000
3328,Senior,Back-end Developer,13.000
3329,Senior,Team / Tech Lead,25.000
3330,Middle,Data Scientist,19.000
3331,Junior,Mobile Application Developer,5.000
3332,Senior,Back-end Developer,18.000
3333,Middle,Back-end Developer,26.000
3335,Middle,Front-end Developer,15.000
3336,Senior,Front-end Developer,20.000
3337,Senior,Team / Tech Lead,14.000
3338,Junior,Mobile Application Developer,6.000
3339,Junior,Back-end Developer,7.000
3340,Junior,Game Developer,7.000
3341,Junior,Full Stack Developer,5.000
3343,Senior,Data Scientist,24.000
3344,Senior,Back-end Developer,24.000
3345,Middle,Back-end Developer,9.000
3347,Junior,Front-end Developer,5.000
3348,Junior,Back-end Developer,6.000
3349,Middle,Full Stack Developer,10.000
3350,Senior,Software Architect,24.000
3351,Middle,Back-end Developer,13.000
3353,Junior,Full Stack Developer,7.000
3354,Junior,Mobile Application Developer,7.000
3355,Middle,Full Stack Developer,9.000
3356,Junior,Back-end Developer,11.000
3357,Middle,Full Stack Developer,10.000
3359,Junior,Back-end Developer,11.000
3360,Junior,Full Stack Developer,10.000
3361,Middle,Back-end Developer,10.000
3362,Senior,Project & Product Manager / PO,35.000
3363,Junior,Game Developer,13.000
3364,Middle,Full Stack Developer,15.000
3365,Middle,Back-end Developer,12.000
3366,Middle,DevOps Engineer,15.000
3367,Junior,Data Scientist,13.000
3368,Senior,Embedded Software Developer,33.000
3370,Junior,Mobile Application Developer,5.000
3371,Junior,Mobile Application Developer,5.000
3372,Senior,Team / Tech Lead,15.000
3373,Middle,Full Stack Developer,11.000
3376,Senior,Game Developer,50.000
3377,Middle,Back-end Developer,14.000
3380,Senior,Back-end Developer,21.000
3381,Junior,Back-end Developer,8.000
3382,Middle,Back-end Developer,11.000
3383,Senior,Back-end Developer,23.000
3384,Junior,Back-end Developer,10.000
3385,Middle,Project & Product Manager / PO,14.000
3386,Senior,Back-end Developer,15.000
3387,Junior,Full Stack Developer,10.000
3388,Senior,Full Stack Developer,23.000
3389,Middle,Back-end Developer,18.000
3390,Junior,Front-end Developer,5.000
3391,Senior,Back-end Developer,19.000
3392,Senior,Back-end Developer,18.000
3393,Junior,Full Stack Developer,5.000
3394,Middle,Full Stack Developer,12.000
3395,Middle,Full Stack Developer,9.000
3396,Middle,Full Stack Developer,9.000
3397,Senior,Software Architect,37.000
3398,Junior,Full Stack Developer,5.000
3399,Junior,Embedded Software Developer,5.000
3400,Middle,Back-end Developer,7.000
3402,Middle,Back-end Developer,16.000
3403,Middle,Back-end Developer,18.000
3406,Junior,Mobile Application Developer,9.000
3407,Senior,Software Development Manager,20.000
3408,Senior,Back-end Developer,14.000
3409,Senior,Full Stack Developer,33.000
3410,Junior,Full Stack Developer,5.000
3411,Junior,Front-end Developer,5.000
3413,Middle,R&D Engineer,11.000
3414,Middle,Mobile Application Developer,12.000
3415,Senior,Full Stack Developer,25.000
3417,Junior,Back-end Developer,7.000
3418,Junior,Full Stack Developer,5.000
3419,Middle,Back-end Developer,14.000
3420,Junior,Game Developer,8.000
3421,Middle,Full Stack Developer,13.000
3422,Middle,Back-end Developer,12.000
3423,Middle,Full Stack Developer,11.000
3424,Senior,Full Stack Developer,13.000
3425,Senior,Software Architect,38.000
3426,Junior,Back-end Developer,9.000
3427,Middle,Full Stack Developer,16.000
3428,Senior,Full Stack Developer,14.000
3429,Senior,Full Stack Developer,19.000
3430,Junior,Embedded Software Developer,5.000
3431,Junior,Back-end Developer,5.000
3432,Senior,Back-end Developer,11.000
3433,Middle,Full Stack Developer,17.000
3434,Junior,Mobile Application Developer,6.000
3435,Senior,Full Stack Developer,13.000
3436,Senior,Embedded Software Developer,18.000
3437,Middle,Full Stack Developer,10.000
3438,Middle,Full Stack Developer,12.000
3440,Senior,Back-end Developer,21.000
3441,Senior,Software Development Manager,23.000
3442,Middle,Full Stack Developer,18.000
3443,Junior,Back-end Developer,8.000
3446,Senior,Full Stack Developer,10.000
3447,Middle,Front-end Developer,12.000
3448,Middle,Back-end Developer,16.000
3449,Senior,Software Architect,19.000
3451,Senior,Software Architect,34.000
3452,Middle,Full Stack Developer,9.000
3454,Middle,Back-end Developer,14.000
3456,Senior,Full Stack Developer,7.000
3457,Junior,Full Stack Developer,12.000
3458,Middle,Game Developer,8.000
3459,Middle,Full Stack Developer,13.000
3460,Senior,Back-end Developer,29.000
3461,Middle,Front-end Developer,7.000
3462,Middle,Front-end Developer,11.000
3463,Senior,Back-end Developer,17.000
3464,Middle,Full Stack Developer,9.000
3466,Middle,Back-end Developer,20.000
3467,Senior,Mobile Application Developer,27.000
3468,Junior,Full Stack Developer,10.000
3469,Junior,Data Scientist,9.000
3470,Junior,Back-end Developer,14.000
3471,Senior,Software Architect,25.000
3472,Middle,Full Stack Developer,9.000
3473,Middle,Full Stack Developer,14.000
3474,Middle,Mobile Application Developer,12.000
3475,Senior,Full Stack Developer,17.000
3476,Senior,Full Stack Developer,14.000
3477,Senior,Full Stack Developer,23.000
3478,Middle,Back-end Developer,12.000
3479,Senior,Back-end Developer,17.000
3480,Senior,Data Scientist,17.000
3481,Junior,Full Stack Developer,20.000
3482,Senior,Software Development Manager,42.000
3483,Senior,CTO,32.000
3484,Senior,Team / Tech Lead,27.000
3485,Junior,Full Stack Developer,7.000
3486,Middle,Back-end Developer,18.000
3487,Junior,Full Stack Developer,8.000
3488,Middle,Mobile Application Developer,10.000
3490,Junior,QA / Test Automation Developer,7.000
3492,Junior,Back-end Developer,5.000
3493,Senior,Back-end Developer,17.000
3494,Middle,Full Stack Developer,11.000
3495,Senior,Software Development Manager,26.000
3496,Middle,Back-end Developer,14.000
3497,Junior,Back-end Developer,5.000
3498,Middle,Software Development Manager,7.000
3499,Middle,Full Stack Developer,8.000
3500,Senior,Back-end Developer,22.000
3501,Middle,Full Stack Developer,7.000
3502,Middle,Team / Tech Lead,10.000
3503,Senior,Team / Tech Lead,35.000
3504,Junior,Front-end Developer,36.000
3505,Junior,Back-end Developer,7.000
3506,Junior,Back-end Developer,6.000
3507,Senior,Software Architect,18.000
3508,Junior,Back-end Developer,10.000
3509,Junior,Full Stack Developer,11.000
3510,Senior,Back-end Developer,19.000
3511,Middle,Mobile Application Developer,15.000
3512,Senior,Full Stack Developer,24.000
3513,Middle,Embedded Software Developer,18.000
3514,Junior,Full Stack Developer,7.000
3515,Senior,Mobile Application Developer,18.000
3517,Middle,Mobile Application Developer,17.000
3518,Junior,Mobile Application Developer,9.000
3519,Middle,Back-end Developer,15.000
3520,Senior,Back-end Developer,19.000
3521,Senior,Front-end Developer,12.000
3522,Senior,Full Stack Developer,28.000
3524,Senior,Front-end Developer,17.000
3525,Middle,Back-end Developer,13.000
3526,Middle,Full Stack Developer,6.000
3527,Middle,Front-end Developer,8.000
3528,Senior,Software Architect,50.000
3529,Senior,Mobile Application Developer,50.000
3530,Junior,Front-end Developer,18.000
3531,Senior,Back-end Developer,20.000
3532,Senior,Back-end Developer,14.000
3533,Junior,Back-end Developer,6.000
3534,Middle,Back-end Developer,20.000
3535,Senior,Team / Tech Lead,32.000
3536,Junior,Full Stack Developer,7.000
3538,Senior,Back-end Developer,31.000
3542,Middle,Full Stack Developer,5.000
3543,Middle,Front-end Developer,13.000
3544,Junior,Back-end Developer,7.000
3545,Junior,Mobile Application Developer,7.000
3546,Junior,Front-end Developer,6.000
3547,Senior,Software Development Manager,24.000
3548,Senior,Full Stack Developer,24.000
3549,Junior,DevOps Engineer,6.000
3551,Junior,Mobile Application Developer,11.000
3553,Senior,Mobile Application Developer,21.000
3554,Junior,Mobile Application Developer,5.000
3555,Junior,DevOps Engineer,11.000
3556,Junior,Data Scientist,7.000
3557,Middle,Back-end Developer,34.000
3558,Senior,Back-end Developer,17.000
3559,Middle,Full Stack Developer,6.000
3560,Junior,Back-end Developer,12.000
3561,Junior,Game Developer,10.000
3562,Senior,Back-end Developer,21.000
3563,Middle,Full Stack Developer,13.000
3564,Senior,Full Stack Developer,9.000
3565,Middle,Back-end Developer,17.000
3567,Middle,Back-end Developer,14.000
3568,Senior,Embedded Software Developer,20.000
3569,Senior,Project & Product Manager / PO,41.000
3571,Senior,Back-end Developer,27.000
3572,Middle,Back-end Developer,40.000
3573,Senior,Full Stack Developer,23.000
3574,Senior,SAP/ABAP/ERP Developer,15.000
3576,Junior,Front-end Developer,5.000
3577,Junior,Front-end Developer,6.000
3578,Junior,Back-end Developer,7.000
3579,Senior,Back-end Developer,18.000
3580,Senior,Team / Tech Lead,11.000
3581,Middle,Back-end Developer,11.000
3583,Junior,DevOps Engineer,9.000
3584,Middle,Full Stack Developer,19.000
3585,Senior,Team / Tech Lead,28.000
3587,Middle,Front-end Developer,20.000
3588,Junior,Back-end Developer,8.000
3589,Middle,Back-end Developer,30.000
3590,Senior,Full Stack Developer,20.000
3591,Middle,Full Stack Developer,17.000
3592,Senior,Back-end Developer,20.000
3593,Senior,Full Stack Developer,12.000
3594,Junior,Front-end Developer,7.000
3595,Junior,Full Stack Developer,16.000
3596,Middle,Back-end Developer,20.000
3597,Junior,Full Stack Developer,6.000
3598,Middle,Game Developer,23.000
3600,Junior,Full Stack Developer,6.000
3601,Senior,Full Stack Developer,18.000
3602,Middle,Full Stack Developer,19.000
3603,Senior,Back-end Developer,20.000
3604,Senior,Team / Tech Lead,29.000
3605,Middle,Full Stack Developer,14.000
3606,Middle,Mobile Application Developer,21.000
3607,Junior,Mobile Application Developer,6.000
3608,Junior,DevOps Engineer,16.000
3609,Junior,QA / Test Automation Developer,15.000
3610,Junior,Front-end Developer,8.000
3612,Middle,Mobile Application Developer,24.000
3613,Middle,QA / Test Automation Developer,12.000
3614,Senior,Back-end Developer,19.000
3615,Senior,Back-end Developer,26.000
3616,Middle,Full Stack Developer,5.000
3617,Middle,Back-end Developer,30.000
3618,Middle,QA / Test Automation Developer,24.000
3619,Middle,Full Stack Developer,7.000
3620,Junior,Full Stack Developer,14.000
3621,Middle,Mobile Application Developer,27.000
3622,Senior,Back-end Developer,20.000
3623,Junior,Front-end Developer,10.000
3624,Middle,Back-end Developer,16.000
3625,Middle,Front-end Developer,15.000
3626,Middle,Database Administrator,15.000
3627,Junior,Front-end Developer,9.000
3630,Middle,Front-end Developer,8.000
3631,Senior,Team / Tech Lead,15.000
3632,Junior,Data Scientist,9.000
3633,Middle,Full Stack Developer,17.000
3634,Senior,Front-end Developer,22.000
3635,Middle,Full Stack Developer,7.000
3637,Senior,Software Architect,29.000
3638,Senior,Software Development Manager,34.000
3639,Senior,Full Stack Developer,34.000
3642,Senior,Full Stack Developer,14.000
3643,Junior,Front-end Developer,8.000
3644,Junior,QA / Test Automation Developer,9.000
3645,Middle,Software Development Manager,41.000
3646,Middle,Full Stack Developer,11.000
3647,Senior,Mobile Application Developer,34.000
3648,Junior,DevOps Engineer,8.000
3649,Junior,Team / Tech Lead,10.000
3650,Middle,Full Stack Developer,17.000
3651,Junior,Game Developer,5.000
3652,Senior,Team / Tech Lead,24.000
3653,Junior,Mobile Application Developer,6.000
3654,Middle,Back-end Developer,8.000
3656,Senior,Back-end Developer,17.000
3657,Junior,SAP/ABAP/ERP Developer,6.000
3658,Senior,Team / Tech Lead,24.000
3659,Middle,DevOps Engineer,25.000
3660,Junior,Front-end Developer,7.000
3661,Senior,DevOps Engineer,21.000
3662,Senior,Software Development Manager,22.000
3663,Senior,Full Stack Developer,18.000
3665,Middle,Full Stack Developer,14.000
3666,Senior,Full Stack Developer,20.000
3667,Middle,Full Stack Developer,19.000
3668,Junior,Back-end Developer,9.000
3669,Middle,Back-end Developer,6.000
3670,Junior,Mobile Application Developer,6.000
3671,Middle,Full Stack Developer,10.000
3672,Junior,QA / Test Automation Developer,6.000
3673,Junior,Mobile Application Developer,7.000
3674,Senior,Team / Tech Lead,14.000
3675,Senior,Front-end Developer,16.000
3676,Junior,Mobile Application Developer,5.000
3678,Middle,Front-end Developer,17.000
3679,Junior,Back-end Developer,10.000
3680,Middle,Front-end Developer,13.000
3681,Middle,Back-end Developer,7.000
3682,Senior,CTO,37.000
3683,Senior,Full Stack Developer,25.000
3684,Middle,Team / Tech Lead,19.000
3685,Junior,Team / Tech Lead,7.000
3686,Junior,Full Stack Developer,13.000
3687,Middle,Mobile Application Developer,14.000
3688,Senior,Team / Tech Lead,50.000
3690,Middle,Front-end Developer,11.000
3691,Middle,Back-end Developer,18.000
3692,Junior,Back-end Developer,11.000
3693,Middle,Back-end Developer,12.000
3694,Junior,Front-end Developer,8.000
3695,Senior,Team / Tech Lead,38.000
3696,Middle,Front-end Developer,13.000
3697,Middle,Data Scientist,15.000
3699,Middle,Full Stack Developer,15.000
3700,Junior,Mobile Application Developer,5.000
3701,Middle,Back-end Developer,12.000
3702,Junior,Back-end Developer,6.000
3703,Junior,Full Stack Developer,11.000
3704,Junior,Full Stack Developer,19.000
3705,Senior,Mobile Application Developer,25.000
3706,Junior,Full Stack Developer,5.000
3707,Middle,Back-end Developer,11.000
3708,Middle,Full Stack Developer,10.000
3709,Senior,Mobile Application Developer,35.000
3710,Middle,Project & Product Manager / PO,20.000
3712,Junior,Mobile Application Developer,6.000
3713,Senior,Full Stack Developer,15.000
3714,Junior,Full Stack Developer,7.000
3715,Senior,Full Stack Developer,17.000
3716,Senior,Back-end Developer,24.000
3717,Middle,Data Engineer,30.000
3718,Senior,Software Architect,16.000
3719,Senior,Software Architect,42.000
3720,Middle,Full Stack Developer,14.000
3721,Middle,Data Scientist,5.000
3722,Senior,Team / Tech Lead,35.000
3723,Senior,Back-end Developer,18.000
3724,Middle,Full Stack Developer,11.000
3725,Middle,Back-end Developer,23.000
3726,Junior,Front-end Developer,8.000
3727,Junior,Front-end Developer,5.000
3728,Senior,Mobile Application Developer,20.000
3729,Middle,Front-end Developer,21.000
3730,Junior,Front-end Developer,7.000
3731,Middle,Back-end Developer,15.000
3732,Middle,Back-end Developer,13.000
3734,Junior,Mobile Application Developer,18.000
3735,Junior,Full Stack Developer,16.000
3736,Senior,Full Stack Developer,25.000
3738,Senior,Data Scientist,25.000
3739,Junior,Embedded Software Developer,16.000
3740,Middle,Back-end Developer,10.000
3741,Junior,Full Stack Developer,7.000
3742,Senior,Full Stack Developer,16.000
3743,Middle,Full Stack Developer,9.000
3744,Senior,Full Stack Developer,30.000
3745,Middle,Front-end Developer,17.000
3746,Middle,Back-end Developer,14.000
3747,Senior,Back-end Developer,23.000
3749,Middle,Team / Tech Lead,25.000
3750,Middle,Full Stack Developer,12.000
3751,Middle,Data Scientist,14.000
3753,Middle,Back-end Developer,13.000
3754,Junior,Front-end Developer,8.000
3755,Junior,Software Architect,8.000
3756,Senior,Front-end Developer,21.000
3757,Senior,Game Developer,50.000
3758,Junior,Front-end Developer,9.000
3759,Junior,Front-end Developer,7.000
3760,Junior,DevOps Engineer,7.000
3761,Junior,Back-end Developer,5.000
3762,Middle,Back-end Developer,18.000
3763,Senior,Team / Tech Lead,41.000
3764,Senior,Software Architect,38.000
3765,Senior,Mobile Application Developer,25.000
3767,Senior,Team / Tech Lead,29.000
3769,Senior,Software Development Manager,18.000
3770,Middle,Front-end Developer,10.000
3771,Middle,Full Stack Developer,12.000
3772,Senior,Software Architect,30.000
3773,Senior,Full Stack Developer,21.000
3774,Middle,Full Stack Developer,14.000
3775,Senior,Full Stack Developer,11.000
3776,Senior,Back-end Developer,30.000
3777,Senior,Front-end Developer,18.000
3778,Junior,Data Scientist,5.000
3779,Senior,Front-end Developer,21.000
3780,Senior,Mobile Application Developer,28.000
3781,Middle,Full Stack Developer,11.000
3782,Junior,Back-end Developer,6.000
3783,Senior,Front-end Developer,24.000
3784,Junior,Back-end Developer,8.000
3785,Senior,Full Stack Developer,21.000
3786,Junior,Front-end Developer,7.000
3787,Middle,Data Scientist,14.000
3788,Middle,DevOps Engineer,18.000
3789,Middle,Full Stack Developer,11.000
3790,Middle,Front-end Developer,19.000
3791,Senior,Front-end Developer,22.000
3792,Senior,DevOps Engineer,32.000
3793,Middle,Mobile Application Developer,9.000
3795,Middle,Mobile Application Developer,13.000
3796,Junior,Full Stack Developer,11.000
3798,Senior,Back-end Developer,26.000
3800,Senior,Software Architect,40.000
3801,Middle,Back-end Developer,11.000
3802,Middle,Embedded Software Developer,8.000
3804,Middle,Full Stack Developer,14.000
3805,Middle,Front-end Developer,8.000
3806,Senior,Full Stack Developer,14.000
3807,Middle,Full Stack Developer,18.000
3808,Middle,Security,12.000
3809,Middle,Full Stack Developer,16.000
3810,Middle,Data Scientist,19.000
3811,Middle,Data Scientist,10.000
3813,Senior,Full Stack Developer,23.000
3814,Middle,Mobile Application Developer,32.000
3815,Middle,Back-end Developer,19.000
3816,Senior,Data Scientist,25.000
3818,Middle,Back-end Developer,11.000
3819,Senior,Full Stack Developer,18.000
3820,Middle,Front-end Developer,14.000
3821,Middle,Back-end Developer,13.000
3822,Middle,Front-end Developer,6.000
3823,Junior,Full Stack Developer,5.000
3824,Senior,Mobile Application Developer,29.000
3825,Senior,Mobile Application Developer,34.000
3826,Junior,Full Stack Developer,17.000
3827,Senior,DevOps Engineer,20.000
3828,Senior,Back-end Developer,20.000
3829,Middle,Back-end Developer,8.000
3830,Junior,Back-end Developer,7.000
3831,Middle,Embedded Software Developer,16.000
3832,Senior,Software Development Manager,27.000
3833,Junior,Full Stack Developer,11.000
3835,Senior,Data Scientist,20.000
3836,Senior,Full Stack Developer,25.000
3837,Junior,QA / Test Automation Developer,14.000
3838,Junior,Front-end Developer,9.000
3839,Senior,Software Development Manager,14.000
3840,Senior,Full Stack Developer,20.000
3842,Junior,Full Stack Developer,14.000
3843,Senior,Data Analyst,20.000
3844,Senior,Back-end Developer,23.000
3845,Middle,Full Stack Developer,23.000
3846,Senior,Back-end Developer,26.000
3847,Senior,Mobile Application Developer,32.000
3848,Middle,Full Stack Developer,6.000
3849,Middle,Mobile Application Developer,8.000
3850,Junior,DevOps Engineer,6.000
3851,Middle,Full Stack Developer,14.000
3852,Middle,Full Stack Developer,14.000
3853,Senior,Mobile Application Developer,26.000
3854,Junior,Data Scientist,5.000
3855,Senior,Mobile Application Developer,21.000
3856,Junior,RPA Developer,7.000
3857,Middle,Full Stack Developer,13.000
3858,Senior,Back-end Developer,15.000
3859,Middle,Back-end Developer,14.000
3860,Middle,Data Scientist,18.000
3861,Senior,Back-end Developer,27.000
3863,Junior,Mobile Application Developer,12.000
3864,Junior,Mobile Application Developer,16.000
3865,Junior,Mobile Application Developer,5.000
3866,Senior,CTO,37.000
3867,Middle,Back-end Developer,18.000
3869,Junior,Back-end Developer,7.000
3870,Senior,Software Development Manager,39.000
3873,Senior,Software Architect,32.000
3874,Senior,Back-end Developer,27.000
3875,Junior,Full Stack Developer,5.000
3877,Senior,Software Development Manager,28.000
3878,Senior,Back-end Developer,15.000
3879,Middle,Back-end Developer,13.000
3880,Senior,Mobile Application Developer,27.000
3881,Middle,Front-end Developer,8.000
3882,Middle,Full Stack Developer,13.000
3883,Junior,Front-end Developer,8.000
3884,Senior,SysAdmin,24.000
3886,Middle,Front-end Developer,16.000
3887,Senior,Full Stack Developer,30.000
3888,Senior,Full Stack Developer,17.000
3889,Middle,Full Stack Developer,20.000
3890,Junior,Game Developer,7.000
3891,Senior,Back-end Developer,23.000
3892,Middle,Back-end Developer,8.000
3894,Middle,Back-end Developer,7.000
3895,Middle,Embedded Software Developer,20.000
3896,Senior,Team / Tech Lead,41.000
3897,Middle,Front-end Developer,5.000
3899,Middle,Full Stack Developer,8.000
3900,Senior,Front-end Developer,20.000
3901,Senior,Team / Tech Lead,19.000
3902,Senior,Full Stack Developer,24.000
3903,Senior,Back-end Developer,27.000
3904,Middle,Back-end Developer,16.000
3905,Middle,Data Scientist,17.000
3906,Middle,Security,16.000
3907,Junior,SAP/ABAP/ERP Developer,6.000
3908,Junior,Full Stack Developer,5.000
3909,Junior,Back-end Developer,8.000
3910,Junior,Front-end Developer,6.000
3911,Junior,Front-end Developer,6.000
3912,Middle,Back-end Developer,11.000
3913,Senior,Back-end Developer,22.000
3914,Middle,Back-end Developer,12.000
3916,Senior,Back-end Developer,21.000
3918,Junior,Front-end Developer,5.000
3920,Senior,Software Development Manager,43.000
3921,Junior,Front-end Developer,7.000
3922,Senior,Front-end Developer,20.000
3923,Senior,Full Stack Developer,15.000
3924,Junior,Back-end Developer,5.000
3925,Senior,Full Stack Developer,22.000
3926,Junior,Back-end Developer,11.000
3927,Middle,Full Stack Developer,14.000
3928,Junior,Full Stack Developer,8.000
3929,Senior,Full Stack Developer,16.000
3930,Middle,Game Developer,21.000
3931,Middle,Full Stack Developer,13.000
3933,Junior,Mobile Application Developer,12.000
3934,Junior,Full Stack Developer,5.000
3935,Middle,Back-end Developer,6.000
3936,Senior,Back-end Developer,8.000
3937,Middle,Full Stack Developer,5.000
3938,Middle,Front-end Developer,15.000
3939,Senior,Full Stack Developer,25.000
3940,Senior,Team / Tech Lead,39.000
3941,Senior,Team / Tech Lead,14.000
3942,Junior,Front-end Developer,16.000
3943,Senior,Data Engineer,21.000
3944,Senior,Full Stack Developer,27.000
3945,Senior,Full Stack Developer,27.000
3946,Middle,Front-end Developer,12.000
3947,Junior,Data Scientist,7.000
3948,Senior,Front-end Developer,21.000
3949,Junior,Full Stack Developer,8.000
3950,Middle,Embedded Software Developer,9.000
3951,Junior,Back-end Developer,10.000
3952,Senior,Back-end Developer,22.000
3953,Senior,Full Stack Developer,15.000
3954,Junior,Back-end Developer,8.000
3955,Middle,Full Stack Developer,11.000
3956,Senior,Full Stack Developer,6.000
3957,Middle,Full Stack Developer,11.000
3960,Middle,Full Stack Developer,13.000
3961,Middle,Full Stack Developer,12.000
3962,Junior,Data Scientist,6.000
3963,Senior,Software Development Manager,29.000
3964,Junior,Full Stack Developer,9.000
3965,Junior,Full Stack Developer,10.000
3966,Senior,Software Development Manager,21.000
3968,Middle,Front-end Developer,29.000
3970,Senior,Full Stack Developer,24.000
3974,Junior,Full Stack Developer,5.000
3975,Senior,Mobile Application Developer,20.000
3976,Middle,Full Stack Developer,7.000
3977,Junior,Full Stack Developer,10.000
3978,Senior,Full Stack Developer,44.000
3979,Junior,QA / Test Automation Developer,6.000
3980,Middle,Mobile Application Developer,10.000
3981,Senior,Data Scientist,22.000
3984,Junior,SAP/ABAP/ERP Developer,6.000
3985,Middle,Game Developer,14.000
3987,Junior,Back-end Developer,9.000
3988,Senior,Software Architect,30.000
3989,Junior,Full Stack Developer,5.000
3990,Senior,Full Stack Developer,17.000
3991,Junior,Front-end Developer,8.000
3992,Junior,Full Stack Developer,10.000
3993,Senior,Back-end Developer,18.000
3994,Junior,Full Stack Developer,5.000
3995,Middle,Full Stack Developer,20.000
3996,Junior,Mobile Application Developer,8.000
3997,Middle,Back-end Developer,11.000
3998,Middle,Full Stack Developer,25.000
3999,Junior,Full Stack Developer,7.000
4000,Senior,Team / Tech Lead,40.000
4001,Junior,Mobile Application Developer,7.000
4002,Senior,Back-end Developer,14.000
4004,Senior,Back-end Developer,17.000
4005,Senior,Mobile Application Developer,28.000
4006,Senior,Back-end Developer,12.000
4007,Senior,Software Architect,38.000
4008,Middle,QA / Test Automation Developer,11.000
4009,Senior,Back-end Developer,30.000
4010,Middle,Back-end Developer,13.000
4011,Senior,Team / Tech Lead,28.000
4012,Senior,Back-end Developer,17.000
4013,Middle,Front-end Developer,17.000
4014,Senior,Full Stack Developer,46.000
4015,Senior,Team / Tech Lead,32.000
4017,Junior,DevOps Engineer,8.000
4018,Junior,Mobile Application Developer,7.000
4019,Middle,Mobile Application Developer,14.000
4020,Senior,Back-end Developer,20.000
4022,Junior,Back-end Developer,6.000
4024,Senior,DevOps Engineer,22.000
4025,Senior,Team / Tech Lead,23.000
4026,Middle,Front-end Developer,10.000
4027,Senior,Back-end Developer,18.000
4028,Junior,Game Developer,7.000
4030,Middle,Full Stack Developer,8.000
4031,Senior,Software Development Manager,43.000
4032,Middle,Full Stack Developer,12.000
4033,Middle,Full Stack Developer,11.000
